Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
2892.1,1.4453e-05,307.34,6.7665,0.17777,0.14787,0.22774,0.08362,0.14646,0.081993,0.54904,0.10167,0.42795,1.9441035139152159
2876.2,1.4664e-05,309.14,7.021,0.17716,0.14754,0.22725,0.083172,0.14596,0.081141,0.56858,0.10081,0.42396,1.955583121083012
2854.3,3.3047e-05,302.74,6.5919,0.17543,0.14345,0.22699,0.082568,0.13755,0.079787,0.65766,0.09821,0.35413,1.955766947324413
3145.6,1.0245e-05,306.51,6.7721,0.17853,0.14991,0.22839,0.084164,0.15051,0.083024,0.5518,0.10378,0.47297,2.0030751969207357
3367.4,1.0248e-05,294.03,6.6336,0.17851,0.15012,0.22873,0.084288,0.1507,0.083352,0.55572,0.10423,0.47685,2.0124990120633055
2926.0,1.4402e-05,327.83,6.1862,0.17924,0.14852,0.22927,0.084913,0.14734,0.084,0.59889,0.10439,0.44504,2.0216032752245265
3429.2,1.0673e-05,297.06,6.3633,0.17897,0.15019,0.22935,0.08476,0.15061,0.08411,0.56219,0.10517,0.47962,2.0249778832162524
3240.8,1.0915e-05,291.32,6.9854,0.17763,0.14938,0.22777,0.083526,0.14946,0.08205,0.59647,0.10245,0.45973,2.0284597680732803
3382.3,7.7178e-06,293.71,6.7456,0.17916,0.15162,0.2288,0.084546,0.15401,0.083951,0.58428,0.10525,0.50843,2.080052052927869
3474.2,5.2736e-05,290.1,6.6532,0.1728,0.14121,0.22654,0.081561,0.13283,0.077598,0.82111,0.096561,0.33341,2.0836120441314447
