Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1638.3,0.21103,230.08,6.1082,0.16578,0.14153,0.34572,0.79575,0.27588,0.10509,0.11744,0.12738,0.12465,2.199217900671663
1641.5,0.21004,232.04,6.074,0.16574,0.1414,0.50043,0.78246,0.27582,0.10513,0.11742,0.12756,0.12453,2.3404990247562636
1641.8,0.21074,239.81,6.2016,0.16572,0.14124,0.34563,0.94072,0.27584,0.1058,0.11753,0.1272,0.1243,2.3439782600298322
1644.1,0.21104,241.48,5.9808,0.16566,0.14095,0.58542,0.79958,0.27547,0.10543,0.11741,0.12806,0.12408,2.4420648336168864
1641.6,0.20609,256.53,6.0745,0.16548,0.14066,0.51508,0.87671,0.27563,0.10694,0.11753,0.12794,0.12355,2.44952741398794
1643.3,0.21527,244.62,5.9971,0.1657,0.14081,0.43735,1.0573,0.27529,0.10551,0.11744,0.128,0.124,2.5513600733820723
1832.5,0.21155,246.25,5.6957,0.16577,0.1386,0.57281,0.92672,0.27323,0.10458,0.11697,0.1302,0.12334,2.552216645091405
1641.7,0.20778,245.32,6.2937,0.16566,0.14114,0.53133,0.97956,0.27601,0.10653,0.11761,0.12698,0.12413,2.568932560865896
1641.5,0.2027,232.71,6.1579,0.16564,0.14158,0.53499,0.98802,0.27625,0.10563,0.11747,0.12732,0.12452,2.5814152260175987
1636.9,0.20943,248.92,6.236,0.16563,0.14103,0.48571,1.048,0.27586,0.10662,0.1176,0.12719,0.12398,2.59165381364711
