Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
740.97,0.35333,120.06,19.604,0.055902,0.22071,0.13045,0.070446,0.08467,0.06192,0.6240995724315999
741.45,0.35181,119.96,19.601,0.055898,0.22114,0.13044,0.070443,0.084674,0.061928,0.6245188677156113
737.23,0.35353,120.19,19.624,0.0559,0.22141,0.13042,0.070408,0.084695,0.061924,0.624759066470242
740.85,0.35326,120.43,19.611,0.055908,0.22149,0.13044,0.070417,0.084687,0.061916,0.6248583539547508
738.53,0.35254,120.16,19.62,0.055899,0.22165,0.13042,0.070411,0.084694,0.061927,0.6249995965428229
807.71,0.32063,120.64,19.54,0.055904,0.2215,0.13053,0.070566,0.084592,0.061931,0.6250253712924415
737.64,0.35343,119.96,19.616,0.055897,0.22178,0.13043,0.070428,0.084684,0.061927,0.6251460019860523
810.69,0.31541,121.64,19.601,0.05591,0.22195,0.13044,0.070463,0.084657,0.061923,0.6253417698135384
733.22,0.35863,120.09,19.58,0.055907,0.22224,0.13044,0.070422,0.084687,0.061917,0.6256111170766792
738.48,0.35331,119.73,19.628,0.055893,0.22228,0.13044,0.070454,0.084667,0.061926,0.6256621512158539
