iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.137194001849232,0.09260837028212485,1.1666721616534015
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.29252073652362404,0.09785315676749307,0.32366836371700936
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2653038048566358,0.09695012550738233,0.2961639882723949
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6442317078523132,0.12063370699814059,0.6826306093968201
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.09372761573311071,0.16989053636082607,0.14780545302582843
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.335038395125268,0.09336252295114847,2.3647566091796794
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.291722210613119,0.09172173999549424,2.320918147231664
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.5837042699857506,0.098262696183407,1.6149822576240034
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.582653837349634,0.1726340172663512,2.637604951737137
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.4809181693144224,0.16270846469122646,2.5327098821914262
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.6673898976175006,0.24186722115402487,1.7443786252546278
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.7572011076806997,0.2107165048131026,2.8242742543448047
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,0.9990841190136563,0.15008617073027947,1.0468580309365725
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.37604029905328973,0.09576741691177687,0.40652401463059307
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.0683402985877004,0.17107226913877832,3.122794293106468
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.240440253026518,0.09241181301086546,1.2698558467080443
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.2840497464916624,0.09241371816393759,0.3134659466022463
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.5170654432780251,0.16095712376026805,0.5682996870226263
19,0.42122,570.13,652.95,874.27,220.4,971.13,72.995,8.5866,0.2406963223787944,0.09314963126837533,0.27034677090589304
20,0.018303,502.04,624.71,865.92,146.46,293.94,70.326,12.262,0.04795519071142921,0.17948722027558361,0.1050877473687952
21,0.018425,501.83,620.35,857.29,238.47,219.21,70.882,12.334,0.08202799277307898,0.16016557006005155,0.13301027714945596
22,0.0048024,581.96,647.24,921.22,224.15,286.25,65.809,11.736,0.07801640671727908,0.25658464132669556,0.1596898346944883
23,0.0020493,493.78,622.77,977.67,535.14,471.67,53.371,10.583,0.22037478746138792,0.15110092012910026,0.26847170414994787
24,0.056463,414.39,629.68,753.41,148.77,360.73,68.136,11.344,0.0357707194143258,0.1832723031748127,0.09410810537854161
25,0.26041,727.8,498.31,764.11,176.99,384.31,60.504,9.4303,0.05970647114140463,0.18707745348240407,0.11925507406694207
26,88.37,195.7,6.9274,770.22,3.4951,508.57,30.042,11.809,0.5897058814509752,0.09986253265794959,0.6214931128553522
27,139.8,12.018,631.85,839.23,124.51,460.44,25.597,7.6208,0.3795751581129694,0.09647544578971015,0.4102842462818225
28,0.13756,515.3,630.67,769.7,243.85,542.87,72.907,11.856,0.16136688044600248,0.09326596694540643,0.19105435976921598
29,168.58,0.8495,517.6,765.99,595.6,141.37,49.398,11.373,0.09839983183563245,0.1743555862394045,0.15389893864700538
30,0.04965,408.48,625.04,763.14,147.67,372.02,69.565,11.294,0.03258930091194175,0.18030730098225622,0.08998289736571022
31,147.18,417.17,280.47,774.24,157.46,862.79,90.72,1.5993,0.16396999740935111,0.11377430888433204,0.2001854847209623
32,13.597,412.12,79.272,761.65,127.35,567.88,72.657,10.475,0.13323167799382393,0.09507521095469984,0.16349505757171434
33,0.2089,411.65,627.63,765.11,169.85,306.73,67.931,10.085,0.044473699552743176,0.21215833329716421,0.11200579447750625
