iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,561.4814400446614,778.71286389252,273.3131752084473,1.3611236645203497,0.7836955341172471,0.1186262778817738,0.8214554511282013
2,346.83677342188275,437.91702395054403,3.1920946706763957,11.032702092837607,0.4544805962421169,0.0935973242674231,0.48427354987678767
3,923.5176935883654,685.5241604095293,88.87866534646567,17.866914222506082,1.0765897524174832,0.23265073208182524,1.1506447804670246
4,16.46461355861993,553.994564412283,435.8207792626204,13.611271386870799,2.0359598511950647,0.1006830758074893,2.0680082695959805
5,873.392962589271,997.250007737382,171.57419810561126,8.813345374195976,1.546329590466432,0.09290350071484027,1.5759016932050485
6,239.99515663263705,360.5419232125422,373.7472933686281,15.77676416530577,2.132763964198562,0.1388099847792254,2.176948554654811
7,651.9041390450881,233.2609624175138,242.94077166203763,7.394335534205603,1.601734158732983,0.09166391335680396,1.6309116885607482
8,405.09719886670126,74.92858424010132,474.7715830881047,3.99820874983784,2.624379347944319,0.09585377838194375,2.6548905532313616
9,8.4454,23.449,24.755,3.2539,0.878708895638066,0.09918334894722605,0.9102799361527847
10,48.707,362.9,39.062,19.459,0.6400047798272644,0.11213362714097376,0.6756980219198834
11,157.55,378.59,53.641,8.2668,0.361021773231778,0.0942689699770014,0.3910285183358205
12,236.62,221.56,74.719,9.7971,0.11965204459701927,0.09231910526534345,0.14903812848662013
