Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
190.63,72.969,856.75,761.8,339.54,555.5,426.53,3.0326,0.13459,0.61624,0.050002,0.16941,0.21678,0.10951,0.095023,0.046987,0.040937,1.479488505929757
343.88,20.823,855.27,685.86,398.44,904.92,403.2,1.3194,0.12295,0.59379,0.042064,0.1422,0.22322,0.11125,0.10945,0.08304,0.090437,1.5184026155454082
188.5,72.915,856.96,766.23,341.49,550.73,426.87,3.0372,0.13469,0.68724,0.050026,0.1691,0.21673,0.1095,0.095108,0.046805,0.040619,1.5498205466829968
190.58,72.788,848.55,762.72,341.53,555.64,427.36,3.0451,0.13465,0.72101,0.049954,0.16922,0.21688,0.1096,0.095072,0.047015,0.040715,1.5841177534028068
352.61,20.844,855.46,684.82,398.44,905.73,403.28,1.336,0.12279,0.72524,0.04219,0.14285,0.22349,0.11139,0.11008,0.084211,0.091953,1.6541853658766843
190.0,72.789,848.74,758.58,341.6,504.76,406.05,2.921,0.13792,0.84889,0.050048,0.16776,0.21527,0.10925,0.093215,0.04602,0.03995,1.7083135762862405
189.95,72.767,856.48,767.13,341.49,503.58,406.05,2.921,0.13767,0.8563,0.049866,0.16698,0.21528,0.10897,0.093307,0.046325,0.040302,1.7150003367782938
189.87,73.212,858.87,770.23,344.13,504.6,405.1,2.9184,0.13772,0.88269,0.049909,0.16715,0.21526,0.10898,0.093323,0.046138,0.040232,1.7414043402185837
190.63,73.207,848.72,755.68,347.1,504.76,406.13,2.922,0.13793,0.88254,0.050038,0.1678,0.21528,0.10936,0.093288,0.045915,0.03997,1.7421085479039329
188.63,73.35,847.61,770.27,343.68,504.45,405.06,2.912,0.13788,0.92829,0.050069,0.16745,0.21521,0.109,0.093216,0.045877,0.040011,1.786999517147109
