Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1661.6,0.15985,124.22,4.5657,0.055374,0.22219,0.069639,0.13479,0.1056,0.055652,0.6432400277468799
1665.5,0.15988,124.06,4.6022,0.055324,0.2228,0.069566,0.13467,0.1052,0.055777,0.6433291857126252
1661.6,0.15984,124.46,4.5654,0.055378,0.22269,0.069643,0.13478,0.10562,0.055647,0.6437549219651392
1661.7,0.15895,124.9,4.5572,0.055396,0.22355,0.069682,0.1348,0.10574,0.055612,0.6447788630762228
1661.7,0.16002,124.13,4.5172,0.055438,0.22368,0.069723,0.13498,0.10612,0.055495,0.6454279184917278
1660.0,0.16001,123.92,4.5119,0.055442,0.2244,0.069734,0.135,0.10617,0.05548,0.6462194676994083
1663.6,0.15977,123.97,4.5035,0.055455,0.22476,0.069748,0.13504,0.10626,0.055453,0.6467124242309208
1661.6,0.16003,124.48,4.5173,0.055443,0.22505,0.069728,0.13497,0.10614,0.05549,0.6468251635420068
1660.7,0.16056,123.92,4.4967,0.055465,0.22529,0.069751,0.13507,0.10633,0.055432,0.6473374770785012
1659.2,0.15997,123.6,4.5702,0.055359,0.22642,0.069624,0.13477,0.10551,0.055676,0.6473672765424544
