Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
1708.2,0.26074,178.3,2.0625,0.015578,0.015577676877781272
