Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1606.2,0.16849,124.18,3.9674,0.40693,0.071697,0.039394,0.14397,0.1137,0.24604,0.10643,0.14532,0.11258,1.3860678539187592
1610.9,0.16873,123.9,3.945,0.40513,0.072106,0.039592,0.14406,0.11398,0.2459,0.10729,0.14555,0.11258,1.3861797780851997
1611.5,0.16848,124.11,3.9565,0.40675,0.071898,0.039489,0.14401,0.11383,0.24598,0.10682,0.14543,0.11258,1.3867821484858118
1608.7,0.1679,124.16,3.9568,0.40749,0.071884,0.039501,0.14403,0.11384,0.24597,0.10681,0.14542,0.11258,1.38752097415882
1604.4,0.16907,124.4,3.9639,0.40879,0.071757,0.039434,0.14399,0.11375,0.24601,0.10654,0.14536,0.11258,1.3882192015420856
1606.1,0.16937,124.41,3.9427,0.40754,0.072134,0.039639,0.14409,0.11402,0.24588,0.10733,0.14557,0.11257,1.388771378199416
1606.5,0.16945,124.32,3.9455,0.40802,0.072087,0.039604,0.14407,0.11398,0.2459,0.10724,0.14554,0.11257,1.3890136592239224
1594.8,0.17072,124.0,3.9304,0.40726,0.072361,0.039756,0.14416,0.1142,0.24579,0.10762,0.1457,0.11256,1.3894082208830687
1609.0,0.16785,123.78,3.9613,0.41014,0.071808,0.039439,0.14399,0.11377,0.24601,0.1067,0.14538,0.11258,1.3898256960629294
1610.7,0.17,123.64,3.9371,0.40824,0.072257,0.039642,0.14407,0.11407,0.24586,0.10762,0.14563,0.11257,1.3899648317279594
