Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
627.72,0.62019,138.8,8.9308,0.15913,0.11951,0.12563,0.057025,0.1398,0.11991,0.43559,0.070171,0.43429,1.661060940076775
628.12,0.62023,138.82,8.907,0.15915,0.1195,0.1257,0.057062,0.13974,0.12004,0.43678,0.070129,0.43299,1.6610800677819098
627.96,0.61926,138.61,8.9237,0.15912,0.11954,0.12564,0.057031,0.13979,0.11981,0.43808,0.070182,0.43343,1.6626323038014048
628.43,0.62248,140.2,8.96,0.1592,0.11935,0.12556,0.057006,0.13984,0.12058,0.42884,0.070094,0.44287,1.6633457548267492
628.36,0.6232,140.31,8.9606,0.1592,0.11934,0.12556,0.057008,0.13984,0.12065,0.42934,0.070081,0.44335,1.6643666090172564
626.04,0.61939,138.74,8.9098,0.15917,0.11948,0.12569,0.057058,0.13977,0.12018,0.43853,0.070144,0.43531,1.665326013174449
625.5,0.61939,138.6,8.9139,0.15917,0.1195,0.12567,0.05705,0.13979,0.12011,0.44004,0.070163,0.43533,1.6668138549600433
625.99,0.61925,138.41,8.9082,0.15915,0.11953,0.12569,0.057055,0.13977,0.11997,0.44236,0.07017,0.43394,1.6676245931316647
628.66,0.62146,140.81,8.9743,0.15923,0.11928,0.12552,0.056992,0.13987,0.12091,0.42728,0.070079,0.44862,1.6677810020262438
627.15,0.61223,139.85,8.9178,0.15928,0.11936,0.12564,0.057049,0.13981,0.12088,0.43244,0.070115,0.44435,1.668915591897584
