Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
623.51,0.48117,115.03,6.8554,0.12743,0.093144,0.030321,0.25976,0.46447,0.11461,0.57157,0.028698,0.13293,1.8229259510616735
621.9,0.48354,114.61,6.8607,0.12741,0.093122,0.03029,0.25977,0.46694,0.11461,0.57053,0.02868,0.1329,1.8242484769606224
628.82,0.47746,114.25,6.8474,0.12747,0.09311,0.030423,0.25977,0.45711,0.11462,0.5802,0.028649,0.13298,1.8243266911361289
622.24,0.48191,114.4,6.8876,0.12734,0.093036,0.030086,0.25986,0.46383,0.11463,0.57443,0.02866,0.13285,1.8247289043165131
621.28,0.48216,115.18,6.8721,0.12738,0.093114,0.030178,0.2598,0.46921,0.11462,0.569,0.028706,0.13288,1.8248804640109166
619.17,0.48605,114.24,6.8832,0.12735,0.093059,0.03012,0.25983,0.46944,0.11462,0.56924,0.02866,0.13283,1.8251404725236127
624.58,0.48107,114.02,6.8746,0.12738,0.093046,0.030206,0.25984,0.46168,0.11463,0.57698,0.028639,0.13289,1.8252945302970185
622.24,0.48196,114.56,6.8931,0.12733,0.093024,0.030043,0.25988,0.46371,0.11463,0.57569,0.028664,0.13284,1.8258038033660486
620.73,0.48026,114.53,6.9225,0.12724,0.092954,0.029809,0.25996,0.45829,0.11466,0.5816,0.028666,0.13278,1.8259649312472388
620.79,0.48039,114.54,6.9227,0.12724,0.092953,0.029809,0.25996,0.45833,0.11465,0.58176,0.028666,0.13278,1.8261585736833077
