Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
3396.3,0.12064,139.71,9.1625,0.12071,0.15509,0.068662,0.12736,0.60454,0.057898,0.66508,0.13766,0.10664,2.0436337025810043
3506.8,0.11683,143.35,8.3175,0.1207,0.15513,0.06824,0.12906,0.59469,0.059,0.68884,0.13587,0.1064,2.0579385557001455
3421.7,0.11984,142.22,9.1411,0.1204,0.15514,0.068276,0.12754,0.67319,0.057966,0.6183,0.13751,0.10767,2.065993559705008
3453.2,0.11902,140.8,9.1824,0.1205,0.155,0.06832,0.1275,0.64118,0.057946,0.68176,0.13749,0.10685,2.096549832805985
3453.5,0.11902,144.0,9.0974,0.12019,0.15513,0.067988,0.12775,0.71533,0.058066,0.61673,0.13731,0.10814,2.106624992035613
3419.2,0.12367,139.32,9.1492,0.121,0.15479,0.068638,0.12756,0.59777,0.057897,0.74956,0.13757,0.10501,2.119799880493879
3394.6,0.11905,140.77,9.1629,0.12047,0.15524,0.068546,0.12732,0.63297,0.057923,0.73647,0.13765,0.10775,2.144343986424703
3408.9,0.12227,142.72,8.9997,0.12063,0.15505,0.068356,0.12781,0.66713,0.058061,0.70627,0.13734,0.10672,2.1473664093985882
3704.7,0.10601,157.77,6.4059,0.11833,0.15891,0.066147,0.13867,0.43762,0.064262,0.92291,0.12737,0.11582,2.1500284672248284
3454.0,0.12289,140.72,9.0443,0.12092,0.15475,0.068391,0.12786,0.62803,0.058038,0.79256,0.1373,0.1051,2.192964942822766
