Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1776.2,0.12747,123.92,15.148,0.070294,0.084958,0.13007,0.26872,0.063337,0.055953,0.6733261248065411
1776.2,0.12784,123.86,15.251,0.070326,0.084937,0.13011,0.26892,0.063293,0.055965,0.6735550359171575
1776.2,0.12747,124.49,15.148,0.070249,0.084985,0.13004,0.26905,0.06333,0.05596,0.6736174534369576
1772.6,0.12841,124.04,15.179,0.070307,0.084951,0.1301,0.26957,0.063308,0.055963,0.6741969194921351
1773.6,0.12845,123.86,15.251,0.070335,0.084932,0.13013,0.26968,0.063283,0.055969,0.6743317886828983
1820.6,0.1257,124.24,15.145,0.070321,0.084934,0.13012,0.26996,0.063348,0.05595,0.6746339327534253
1799.2,0.12738,123.06,14.993,0.070388,0.084904,0.13015,0.27007,0.063395,0.055931,0.6748366141189869
1764.3,0.1294,123.43,15.264,0.070376,0.08491,0.13017,0.27035,0.063269,0.05597,0.6750443360410304
1776.3,0.12643,124.85,15.185,0.070197,0.085015,0.12998,0.271,0.063333,0.055961,0.6754817369319303
1758.9,0.12871,124.21,14.984,0.070238,0.085001,0.13001,0.27135,0.063378,0.055947,0.6759272040877149
