Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
644.87,3.1712,66.701,3.9401,0.072608,0.13967,0.058199,0.45107,0.062577,0.12515,0.909269138166904
654.63,3.2407,66.283,3.9262,0.072707,0.13983,0.058423,0.45076,0.062812,0.12566,0.9101825327368865
609.19,3.2029,66.844,4.0182,0.072248,0.13898,0.057563,0.45808,0.061802,0.12347,0.9121428679633913
614.39,3.0623,67.489,4.0054,0.072227,0.13912,0.057518,0.46202,0.061831,0.12342,0.9161316149787726
609.89,3.014,67.495,4.0086,0.072196,0.13907,0.057439,0.46364,0.06174,0.12323,0.917308833691681
609.53,3.0229,67.682,3.9887,0.072309,0.13909,0.057538,0.46378,0.061824,0.12352,0.9180643881457772
602.02,3.0623,67.489,4.0054,0.072252,0.13892,0.057449,0.46552,0.061683,0.12325,0.9190762612526464
608.64,3.0103,67.282,4.0364,0.072047,0.13901,0.0573,0.46669,0.061608,0.12282,0.9194692251526237
598.68,3.0419,67.822,4.0084,0.072219,0.13885,0.057383,0.46651,0.061613,0.12307,0.9196478555148959
600.34,3.0156,68.222,3.9914,0.072288,0.13891,0.057439,0.4662,0.061683,0.12326,0.9197761149998523
