Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
492.14,0.72116,155.2,11.157,0.15669,0.11872,0.12071,0.055031,0.14474,0.12767,0.46449,0.071914,0.29887,1.558836420439301
669.26,0.57807,146.14,8.6668,0.15955,0.11907,0.12565,0.057308,0.13949,0.12216,0.4114,0.070249,0.3901,1.5949696027555098
668.03,0.58359,145.95,8.6289,0.15954,0.11907,0.12579,0.05738,0.13939,0.12226,0.42214,0.070193,0.3804,1.5961691902711959
669.41,0.57733,146.67,8.7705,0.15955,0.11903,0.12537,0.057154,0.13974,0.12214,0.40463,0.070318,0.39975,1.5976812927594324
670.6,0.57751,146.41,8.7794,0.15952,0.11908,0.12535,0.057135,0.13976,0.12188,0.40302,0.070345,0.40538,1.601460053834639
660.14,0.58053,147.32,8.5877,0.15976,0.11881,0.12586,0.05747,0.1393,0.12378,0.4411,0.070065,0.36897,1.6051298719307967
666.45,0.57465,146.56,8.7701,0.1596,0.11899,0.12534,0.05715,0.13977,0.12239,0.40952,0.070337,0.4026,1.6057057585944952
676.05,0.57761,146.85,8.6116,0.1595,0.11912,0.12581,0.05739,0.13927,0.12193,0.41348,0.070167,0.39939,1.606060069064384
677.74,0.57413,146.5,8.7727,0.15943,0.11918,0.12536,0.057125,0.1397,0.12122,0.39636,0.070368,0.41835,1.6071013622358903
665.34,0.57766,147.4,8.5744,0.15971,0.11889,0.12589,0.057476,0.13924,0.12334,0.4312,0.070073,0.38141,1.6072285394111672
