Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
511.86,0.59624,115.82,14.508,0.063202,0.12727,0.066902,0.17773,0.055555,0.087421,0.5780816013414795
523.01,0.57261,115.66,14.475,0.063235,0.1275,0.067241,0.18384,0.055516,0.087171,0.5844944848097962
528.89,0.56512,116.28,14.589,0.063151,0.12754,0.067258,0.18527,0.055576,0.087132,0.5859222964440272
523.38,0.56728,116.91,14.47,0.063227,0.12751,0.067219,0.18591,0.055554,0.087171,0.5865889932251481
529.29,0.55432,117.82,14.777,0.063047,0.12752,0.067133,0.18896,0.055678,0.087181,0.5895196302695186
525.84,0.56418,116.95,14.802,0.063034,0.12744,0.067049,0.19143,0.055662,0.087254,0.5918760520301908
524.26,0.57616,114.53,14.402,0.063284,0.12753,0.067331,0.19271,0.05546,0.087127,0.5934436973022854
514.37,0.58186,118.55,14.809,0.063008,0.12722,0.066682,0.19506,0.055741,0.087509,0.5952210502005952
530.11,0.56443,117.77,14.367,0.06325,0.12758,0.067337,0.1967,0.055564,0.087078,0.5975070083311643
529.66,0.5548,120.51,14.61,0.063102,0.12751,0.067092,0.20329,0.055721,0.087186,0.6038924849510013
