Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
685.83,0.016231,79.205,10.172,0.095194,0.073972,0.070272,0.43095,0.12762,0.050223,0.8482357269973075
692.0,0.015751,79.068,10.166,0.095062,0.073695,0.070449,0.43278,0.12802,0.050269,0.8502808155586945
684.58,0.016754,79.056,10.166,0.095454,0.074204,0.07005,0.43398,0.12729,0.050214,0.8511946725191422
695.11,0.016383,78.922,10.173,0.095402,0.07387,0.070196,0.45074,0.12783,0.050282,0.8683264407725324
694.94,0.015773,80.537,10.098,0.095108,0.07364,0.070407,0.4708,0.12813,0.050307,0.8883924673338214
707.5,0.01605,78.731,10.203,0.095339,0.073479,0.070372,0.47786,0.12841,0.050374,0.8958337002669482
727.7,0.01865,82.047,11.043,0.094238,0.072233,0.0711,0.47854,0.12967,0.050685,0.8964713935814813
682.77,0.016698,77.696,10.017,0.095914,0.074557,0.069735,0.4797,0.12687,0.050211,0.8969852341167576
694.99,0.023258,81.139,11.219,0.09521,0.073997,0.069894,0.49012,0.12719,0.050367,0.9067734924184907
702.86,0.022807,82.194,11.287,0.094865,0.073499,0.070202,0.49326,0.12779,0.05044,0.9100481773889464
