Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3254.0,0.060533,141.92,1.7064,0.37242,0.046307,0.22435,0.092379,0.096919,0.11641,0.10436,0.11718,0.14029,1.3106085552642939
3314.2,0.061032,141.95,1.6926,0.37392,0.046221,0.22439,0.093039,0.096889,0.11688,0.1049,0.11708,0.14034,1.3136528206547038
3307.2,0.062048,141.42,1.6999,0.37475,0.046227,0.22437,0.092763,0.096932,0.11676,0.10471,0.11711,0.1403,1.3139202269757766
3307.2,0.06203,138.48,1.7001,0.38448,0.046317,0.22433,0.09233,0.097238,0.11651,0.10437,0.11721,0.1402,1.3229916254385485
3275.1,0.061659,136.16,1.6666,0.38905,0.046554,0.22437,0.092685,0.097342,0.11635,0.10453,0.11731,0.14023,1.3284293415456663
3311.6,0.059899,140.45,1.7077,0.39379,0.046234,0.22433,0.092404,0.097136,0.11659,0.10443,0.11716,0.14023,1.3323211334157226
3350.0,0.059371,140.78,1.706,0.39611,0.046153,0.22434,0.092672,0.097147,0.11685,0.10467,0.11711,0.14024,1.335289718389776
3324.7,0.061226,146.74,1.7875,0.40039,0.045798,0.22424,0.091441,0.09678,0.11671,0.10391,0.11697,0.1402,1.336442909445342
3997.3,0.060733,139.85,1.6883,0.38791,0.045121,0.22438,0.095695,0.098447,0.12048,0.10775,0.11657,0.14024,1.3365827486875845
3482.5,0.061896,133.03,1.59,0.3952,0.04653,0.22451,0.095109,0.097877,0.11781,0.10651,0.11717,0.14036,1.3410894636884123
