Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
142.91,1.7145e-10,832.18,412.41,183.79,684.57,82.157,3.2779,0.29613,0.13688,0.041477,0.11762,0.11408,0.091699,0.05562,0.22456,0.07494,1.1530120349439288
0.0060656,4.5896e-07,786.23,495.72,181.66,673.48,82.147,3.0306,0.28612,0.13668,0.04256,0.11793,0.11308,0.094775,0.059087,0.22738,0.078909,1.1565208478376314
0.0076631,4.502e-07,823.4,494.38,172.83,680.0,81.466,3.0506,0.29123,0.13698,0.042643,0.11808,0.11278,0.09412,0.058428,0.22793,0.077952,1.1601370727046876
19.821,9.9232e-10,824.89,417.03,168.39,681.68,82.139,3.255,0.30135,0.1372,0.042131,0.11763,0.11333,0.092242,0.055916,0.22576,0.075251,1.1608194653451926
0.0068717,4.4687e-07,821.94,497.77,180.19,759.32,81.729,3.0762,0.29175,0.13644,0.042857,0.11805,0.11362,0.09411,0.058435,0.22739,0.079127,1.1617787812708018
0.11791,2.9379e-08,824.23,405.95,154.02,863.08,82.327,3.0964,0.29433,0.13661,0.044467,0.11834,0.11353,0.092837,0.056447,0.22784,0.078523,1.1629295791452983
0.016246,4.5729e-07,814.91,418.25,149.69,679.44,81.447,3.0531,0.29789,0.13769,0.043913,0.11855,0.11178,0.093947,0.056037,0.22892,0.075478,1.1641967265446749
0.0059971,4.5888e-07,772.13,495.13,181.67,655.91,81.731,3.0345,0.29555,0.13666,0.042627,0.11798,0.11294,0.094823,0.058801,0.22724,0.078693,1.1653228273738025
0.0074722,4.4642e-07,823.57,494.98,172.78,672.73,81.46,3.0621,0.29852,0.13702,0.042679,0.11812,0.11266,0.094068,0.058128,0.22787,0.077631,1.1667022709079102
0.016387,4.5633e-07,822.12,506.22,181.76,762.6,81.807,3.1035,0.29765,0.13632,0.042967,0.1179,0.11376,0.094072,0.058085,0.22721,0.078948,1.1669086973847886
