Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
256.91,2.6725,175.4,18.9,0.068593,0.06859268667195433
257.48,2.6801,175.49,18.9,0.068904,0.06890386141925153
257.51,2.682,175.79,18.9,0.068985,0.06898508837297622
257.92,2.6828,175.88,18.9,0.069169,0.069168645925423
236.58,2.9929,180.31,18.9,0.069261,0.06926060097617655
234.84,3.0001,180.44,18.9,0.069302,0.06930153740788905
234.84,3.0001,180.44,18.9,0.069302,0.06930153740788905
234.84,3.0001,180.44,18.9,0.069302,0.06930153740788905
234.84,3.0001,180.44,18.9,0.069302,0.06930153740788905
234.84,3.0001,180.44,18.9,0.069302,0.06930153740788905
