Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
1213.0,0.57158,0.00021989,1.7508,0.12433,0.17787,0.10148,0.18989,0.70957,0.10359,1.4067465903114504
1207.4,0.57083,0.00021889,1.7522,0.12424,0.17785,0.10135,0.18983,0.71875,0.10357,1.4155955815075747
1227.8,0.51708,0.00033541,1.8041,0.12229,0.17722,0.099038,0.18796,0.73375,0.10245,1.4227126231489193
1218.0,0.51709,0.00034628,1.8042,0.12211,0.17715,0.098903,0.18788,0.73732,0.10242,1.4257784004508665
1227.1,0.5698,0.00021705,1.7595,0.1243,0.17789,0.10128,0.18975,0.73046,0.1035,1.4271757748975467
1216.7,0.51715,0.0003507,1.8052,0.12205,0.17712,0.098841,0.18783,0.73938,0.1024,1.4276156356840883
1225.0,0.57148,0.00019743,1.7477,0.12475,0.17809,0.10175,0.19012,0.7312,0.1037,1.4296328164846501
1216.6,0.51752,0.00036136,1.8053,0.12199,0.17709,0.098823,0.18779,0.7429,0.10238,1.4309642583208082
1216.1,0.51753,0.00036177,1.8183,0.12162,0.17699,0.098304,0.18746,0.74568,0.1022,1.4322504978274018
1216.4,0.5162,0.00036694,1.8054,0.12195,0.17707,0.098798,0.18777,0.74481,0.10236,1.4327539350933138
