Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1727.9,0.13542,123.59,17.142,0.070996,0.084465,0.13017,0.28545,0.062848,0.055896,0.6898191605369602
1726.5,0.1361,123.59,17.167,0.071018,0.084447,0.13019,0.28564,0.06283,0.0559,0.6900179125416782
1732.8,0.13557,123.59,17.143,0.071015,0.084447,0.1302,0.28569,0.062846,0.055897,0.6900950591947356
1728.4,0.13523,123.5,17.146,0.070997,0.084466,0.13017,0.28611,0.062851,0.055894,0.6904871898094033
1708.6,0.13646,123.44,17.026,0.070972,0.084482,0.13017,0.28635,0.062868,0.05589,0.6907310667306169
1729.4,0.13542,123.14,17.156,0.071033,0.084443,0.1302,0.28631,0.062854,0.055892,0.690735686279212
1722.1,0.13547,123.59,17.14,0.07098,0.084479,0.13014,0.28653,0.062847,0.055895,0.6908761582144024
1755.3,0.13363,123.44,17.142,0.071015,0.084448,0.13021,0.28652,0.062876,0.055889,0.6909547982982553
1732.7,0.13578,123.62,17.146,0.07102,0.084441,0.13021,0.28658,0.062842,0.055899,0.6909857982312889
1759.0,0.13382,123.28,17.037,0.071022,0.084441,0.13023,0.2867,0.062891,0.055885,0.691167048127012
