iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,596.83,7.4618,9.3893,1.414,0.6449640395144631,0.1218398132393382,0.6837468565993312
2,1998.5,2.4867,0.28918,14.161,4.150082761701134,0.07270428660265052,4.173225254894698
3,603.33,19.944,0.00010743,1.0018,0.5119119499482713,0.13627441634088075,0.5552894439034995
4,504.02,4.5277,0.00069702,1.0175,0.18177296015845718,0.13527787217504864,0.22483324425368229
5,8.5403,2.4309e-05,0.0059626,1.0375,1.039200986583732,0.1327666666753399,1.0814619291421608
6,447.66,0.80189,57.588,5.4741,0.19763326989954583,0.0746010529659855,0.22137952257833962
7,646.19,0.73131,155.89,3.6568,0.34562235747806613,0.07978670579618428,0.37101925471902913
8,498.02,1.4785,51.928,7.3709,0.23756519424856604,0.07337443402637692,0.2609210019923021
9,1213.0,0.57158,0.00021989,1.7508,0.22183575172451248,0.10996659807118433,0.25683920704056984
10,422.01,1.0707,88.818,3.2038,0.06311423034325538,0.08324087678455891,0.08961062435838726
11,386.75,1.082,187.04,3.3063,0.3158331367772318,0.08263850534281633,0.34213779000730227
12,421.11,1.0428,115.58,2.8729,0.06642807390064889,0.08726575998838854,0.09420562803029484
13,377.5,0.82313,103.94,3.5177,0.13851120275360013,0.08067665998444878,0.1641913812109384
14,405.89,0.75764,117.84,3.0731,0.11477078104667951,0.08488611353983777,0.1417908701861296
15,440.52,0.79758,126.53,3.3241,0.059248181682410576,0.08223443838200988,0.08542421640417609
16,556.27,0.52477,129.81,3.5388,0.05751813893168744,0.08056861900594518,0.08316392687745505
17,585.25,0.40529,149.66,3.896,0.08310876683063678,0.07852253604321502,0.10810326634141515
18,764.3,0.28397,143.96,3.9847,0.08923204501358697,0.07809611075063659,0.11409080913801882
19,428.11,0.90429,107.27,3.1508,0.05763517514357965,0.08386142213279778,0.08432909487788134
20,577.16,0.5821,110.67,3.875,0.043683450175033896,0.0784884410074351,0.06866709689885372
21,461.59,1.0231,94.89,4.0715,0.06791962172804857,0.07751396142192947,0.09259308196591767
22,435.14,0.77364,133.13,4.9835,0.0977270177319328,0.07520256038987762,0.1216647361703644
23,615.41,0.53482,118.54,3.5607,0.043835636557464475,0.0803278157341424,0.06940477444119185
24,862.3,0.37514,101.74,4.0654,0.03791604886478841,0.07759833163269125,0.06261636497484241
25,575.68,0.47512,128.32,4.9641,0.0513603887535981,0.07520826546014873,0.07529992317229836
26,414.1,0.54496,144.7,6.0693,0.09687256606883995,0.07382431842039282,0.12037157646283111
27,599.79,0.45033,125.28,5.1973,0.05294016788740312,0.07489513170834233,0.07678002873720557
28,872.54,0.32847,115.06,4.2015,0.04070412933393707,0.07710537671168782,0.06524753301919273
29,895.61,0.37005,113.0,3.8324,0.03894600842295674,0.07871305764176584,0.06400115284208538
30,582.43,0.46578,135.58,4.9426,0.05882495790539626,0.07526130259858783,0.08278137456959658
