Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617834
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617855
361.35,1.3706,130.51,10.211,0.034695,0.034695478016617855
