Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1899.9,0.12128,124.36,19.967,0.13067,0.22696,0.055921,0.08398,0.07148,0.062071,0.6310795014516596
1919.2,0.12063,124.42,19.965,0.13078,0.22706,0.055944,0.08398,0.071498,0.062072,0.6313274344717058
1921.7,0.12057,124.66,19.98,0.13078,0.22712,0.055952,0.083997,0.071478,0.062064,0.6313860417605279
1919.9,0.12044,124.44,19.98,0.13078,0.22717,0.055946,0.083983,0.071495,0.062075,0.6314436738130849
1918.1,0.1205,124.62,19.948,0.13074,0.22725,0.055942,0.084002,0.071471,0.062068,0.6314737562212174
1918.0,0.12051,124.71,19.948,0.13073,0.2273,0.055944,0.084009,0.071461,0.062065,0.6315048401782731
1920.2,0.1203,125.0,19.999,0.13072,0.22736,0.055954,0.08403,0.071436,0.062057,0.6315604365431853
1920.5,0.12048,124.82,19.968,0.13074,0.22734,0.055951,0.084014,0.071455,0.06206,0.6315634464005758
1920.6,0.12032,125.05,20.0,0.13072,0.22745,0.055956,0.084033,0.071431,0.062055,0.6316435043731374
1919.8,0.1203,124.9,19.968,0.13072,0.22745,0.055949,0.084026,0.071442,0.062061,0.631650835186911
