Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3785.3,0.092325,146.4,5.0878,0.27613,0.047662,0.21898,0.03871,0.099231,0.11244,0.067242,0.12512,0.13413,1.1196510932828885
3905.5,0.093059,145.57,4.9978,0.29819,0.046871,0.21884,0.040078,0.09895,0.11271,0.068734,0.1248,0.13423,1.1433993159738658
3944.2,0.093492,143.41,5.008,0.29795,0.046549,0.21874,0.04034,0.098842,0.11283,0.069036,0.1249,0.13423,1.1434195875255535
3947.1,0.093502,143.31,5.0074,0.29954,0.046531,0.21873,0.040364,0.098833,0.11284,0.069064,0.1249,0.13423,1.145043154795061
3944.0,0.093252,142.76,5.0289,0.31351,0.04655,0.21871,0.040203,0.098869,0.11284,0.068906,0.12499,0.13422,1.1587973732605
3948.7,0.093919,142.76,5.0589,0.32053,0.046573,0.21868,0.040023,0.098904,0.11285,0.068715,0.12509,0.1342,1.165564116448246
3969.9,0.092428,144.13,5.0628,0.32464,0.046702,0.2187,0.039897,0.09893,0.11285,0.068629,0.12501,0.13419,1.1695397763273125
3973.8,0.093492,143.41,5.008,0.32396,0.046466,0.21871,0.040466,0.098805,0.11291,0.069192,0.12488,0.13422,1.1696191959977853
3874.4,0.093714,143.08,5.0309,0.32549,0.046782,0.21879,0.039878,0.09895,0.11266,0.068508,0.12503,0.13422,1.1703251517402065
3944.0,0.093401,142.5,4.9996,0.33259,0.046463,0.21873,0.040464,0.098803,0.11286,0.069162,0.12491,0.13424,1.1782089769436739
