Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
790.81,0.77501,157.65,1.2649,0.032292,0.03229199030981468
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031002078
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031242389
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031259929
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031267682
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031267744
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031277678
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031284048
790.81,0.77501,157.65,1.2649,0.032292,0.03229199031344215
790.81,0.77501,157.65,1.2649,0.032292,0.032291990313970884
