Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
418.23,2.5785,133.15,4.621,0.049834,0.12572,0.10841,0.82933,0.036179,0.13301,0.10978,0.064728,0.21971,1.6767059561471225
249.59,0.21422,271.42,18.699,0.054314,0.13426,0.11102,0.84522,0.027869,0.12966,0.12394,0.037428,0.22002,1.6837312427379296
418.7,2.5484,135.99,4.4983,0.049827,0.12552,0.10811,0.84465,0.036669,0.13316,0.1114,0.065428,0.21982,1.6945824098019475
414.13,2.5481,138.56,4.5613,0.050014,0.12579,0.10794,0.84405,0.036044,0.13305,0.11336,0.064728,0.21988,1.6948476654700755
415.87,2.5483,135.41,4.7522,0.050235,0.12619,0.10829,0.85776,0.035147,0.13283,0.11083,0.063424,0.21977,1.7044743438268681
409.23,3.0088,138.39,4.5618,0.049288,0.12511,0.10846,0.85149,0.03707,0.13302,0.12184,0.065918,0.21972,1.7119157465155486
412.89,2.5384,135.98,4.551,0.049845,0.1257,0.10809,0.87452,0.036329,0.13309,0.11181,0.065007,0.21981,1.7242057112001128
428.67,1.3992,142.43,5.0855,0.053742,0.12976,0.10669,0.88871,0.032238,0.13292,0.10575,0.056553,0.22056,1.7269149627946716
404.78,2.9859,142.21,4.5582,0.049498,0.12528,0.10815,0.86747,0.036708,0.13301,0.12519,0.065603,0.21983,1.7307358635732353
434.11,1.3942,138.22,5.1367,0.053728,0.12988,0.10697,0.89482,0.032297,0.13293,0.10476,0.056325,0.22048,1.7321886572212513
