Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
613.83,0.61655,141.16,8.4149,0.15975,0.11893,0.12662,0.057728,0.13892,0.12347,0.46236,0.06977,0.47941,1.7369554080465983
570.61,0.65964,142.19,9.593,0.15839,0.11995,0.12315,0.055764,0.14158,0.11903,0.38023,0.071188,0.56941,1.7386966499861134
581.53,0.63741,144.74,9.512,0.15874,0.11955,0.12327,0.055899,0.14135,0.12063,0.36437,0.07091,0.58697,1.7416795516574655
603.71,0.62042,140.16,9.0644,0.15923,0.11932,0.12454,0.056626,0.14055,0.12068,0.46963,0.070692,0.48234,1.7436080834625354
579.27,0.64588,142.14,9.5325,0.15855,0.11984,0.12325,0.055841,0.14147,0.1192,0.36725,0.07118,0.58982,1.7464033081787647
601.22,0.63241,140.06,9.0268,0.15925,0.11928,0.1247,0.056719,0.14045,0.12091,0.48406,0.0706,0.47248,1.7484380320858843
578.32,0.63624,142.23,9.5688,0.1585,0.11988,0.1231,0.055765,0.14159,0.11909,0.3371,0.071298,0.62233,1.7486488394544888
583.12,0.63817,142.2,9.4916,0.15866,0.11975,0.12332,0.055896,0.1414,0.11946,0.35992,0.071157,0.60056,1.7501382941182424
575.76,0.64396,146.5,9.5652,0.15869,0.11947,0.12315,0.055842,0.14141,0.1213,0.40629,0.070778,0.55324,1.7501718207160994
601.41,0.63242,140.07,9.0118,0.15926,0.11926,0.12475,0.056748,0.14041,0.121,0.49001,0.070574,0.46846,1.750478240426934
