Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
52.117,0.76807,475.54,19.952,0.062271,0.17794,0.082647,7.7343,0.063056,0.11694,8.237121344718114
52.144,0.76765,461.32,19.992,0.062166,0.17698,0.081857,7.7427,0.063022,0.11629,8.243049033398396
51.403,0.77984,463.82,19.936,0.06222,0.17644,0.081657,7.7484,0.063036,0.11637,8.248164497892406
51.178,0.84902,468.59,19.869,0.062435,0.17363,0.080724,7.7563,0.062937,0.11669,8.252701770628496
48.346,0.80043,463.37,19.95,0.06233,0.17498,0.080919,7.7553,0.063,0.1162,8.252752591308692
52.043,0.75863,460.69,19.939,0.062132,0.17727,0.08191,7.7538,0.063041,0.11621,8.254400680962702
46.399,0.78398,473.51,19.936,0.062396,0.17619,0.081542,7.7579,0.063067,0.11648,8.257578726904015
46.437,0.75968,470.01,19.959,0.062313,0.17713,0.081798,7.7577,0.063111,0.11629,8.258382524940695
51.951,0.83704,460.12,19.841,0.062312,0.17359,0.080479,7.7635,0.062925,0.11631,8.2591127126737
52.028,0.74104,466.73,19.873,0.062124,0.17846,0.082523,7.7622,0.063086,0.11643,8.264786581186963
