Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1531.1,0.15638,116.79,4.0815,0.054116,0.31458,0.071348,0.13196,0.10822,0.054098,0.7343201508195759
1531.1,0.15638,116.43,4.0342,0.05422,0.31586,0.071455,0.1322,0.1088,0.054,0.7365382697948163
1531.2,0.15432,119.15,4.0384,0.054255,0.31859,0.071524,0.1321,0.10889,0.054007,0.7393707600464829
1556.6,0.1555,116.91,4.0093,0.054389,0.31857,0.07148,0.13267,0.10931,0.053959,0.7403684351603541
1994.3,0.10667,142.16,7.1101,0.05453,0.34085,0.067298,0.13092,0.093062,0.062562,0.7492288990318893
1994.4,0.10667,140.75,7.1101,0.054544,0.34602,0.067295,0.13098,0.093058,0.06258,0.75447718967617
1516.8,0.16329,114.1,4.0804,0.05402,0.33699,0.07124,0.13189,0.10797,0.054086,0.756195099141307
1506.6,0.15676,119.35,4.028,0.054181,0.33668,0.071583,0.13181,0.10887,0.053971,0.757087448012654
1976.2,0.10644,140.71,8.4024,0.054519,0.35607,0.066491,0.12988,0.089814,0.065155,0.7619357857658279
1982.9,0.10669,140.84,7.0618,0.054494,0.36158,0.067363,0.13087,0.093126,0.062486,0.7699127840164838
