iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,486.3992857023052,4.583015424463705,146.50618894845397,3.0362217588059495,0.6070376798502122,0,0.6070376798502122
2,1580.4490622680603,1.499047931455351,385.3703554403609,5.815618152857485,2.642630020425671,0,2.642630020425671
3,2389.773000328087,9.850130733987045,267.4909922196088,8.896469301197513,7.036072039554179,0,7.036072039554179
4,2642.434098072271,3.53287001025035,468.58685225135014,18.082894558495227,6.73696706278023,0,6.73696706278023
5,651.8376644548014,6.614303522594803,212.777093433379,4.9769877920206955,1.5485090911824344,0,1.5485090911824344
6,3085.659404484947,5.793478888510473,102.98583065060075,12.45924443593807,7.635592361241629,0,7.635592361241629
7,3675.248429252403,0.4122316047339448,21.949656549836696,17.22821936523839,1.3359990298493563,0,1.3359990298493563
8,1381.4131185760382,8.543160924658027,342.60596184568,14.21113276755559,4.343533129197559,0,4.343533129197559
9,244.23,1.2426,500.0,1.3228,0.36432463573894625,0,0.36432463573894625
10,189.52,4.3079,291.14,4.1162,0.456849170922698,0,0.456849170922698
11,125.21,2.9102e-05,471.0,1.7393,0.36801327563184794,0,0.36801327563184794
12,644.47,4.6759,116.02,1.2729,0.3028871096634666,0,0.3028871096634666
13,373.25,2.0748,172.16,1.0,0.38491850134667577,0,0.38491850134667577
14,511.01,4.75,244.7,1.2301,0.3242880221724096,0,0.3242880221724096
15,357.46,5.1228,139.07,1.6047,0.14596742093710857,0,0.14596742093710857
16,641.04,0.11875,151.51,1.5036,0.6125044013628328,0,0.6125044013628328
17,483.32,9.6235,12.24,1.0083,0.3254306016809379,0,0.3254306016809379
