evals,errors
1000,0.1454436070184228
2000,0.12858068783309745
3000,0.1266917115490105
4000,0.1266917115490105
5000,0.1266917115490105
6000,0.1266917115490105
7000,0.1266917115490105
8000,0.12666908429983367
9000,0.12666908429983367
10000,0.12666908429983367
11000,0.1233414315985693
12000,0.1233414315985693
13000,0.1233414315985693
14000,0.1233414315985693
15000,0.1233414315985693
16000,0.1233414315985693
17000,0.1233414315985693
18000,0.1233414315985693
19000,0.1233414315985693
20000,0.12155922161455283
21000,0.12155922161455283
22000,0.12129416517130565
23000,0.1189947066421891
24000,0.1189947066421891
25000,0.1189947066421891
26000,0.1165920740538244
27000,0.1165920740538244
28000,0.1165920740538244
29000,0.1165920740538244
30000,0.1165920740538244
31000,0.1165920740538244
32000,0.1165920740538244
33000,0.1165920740538244
34000,0.1165920740538244
35000,0.1165920740538244
36000,0.1165920740538244
37000,0.11606164898742409
38000,0.11606164898742409
39000,0.11606164898742409
40000,0.11606164898742409
41000,0.11606164898742409
42000,0.11606164898742409
43000,0.11202284602455477
44000,0.11202284602455477
45000,0.11202284602455477
46000,0.11202284602455477
47000,0.11202284602455477
48000,0.11202284602455477
49000,0.11202284602455477
50000,0.11202284602455477
