Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
909.21,0.26557,124.51,5.5984,0.043957,0.10354,0.11432,0.13607,0.097735,0.1344,0.44063,0.25509,0.029748,1.355484172788903
868.31,0.30121,118.38,5.5652,0.043516,0.10202,0.11439,0.13604,0.09751,0.13443,0.46925,0.25515,0.029284,1.3816028065049168
910.09,0.3029,116.48,5.5354,0.044296,0.10255,0.11424,0.13604,0.097667,0.13437,0.5056,0.25502,0.029226,1.419012842699709
869.44,0.3187,117.4,5.4424,0.044408,0.10193,0.11465,0.13587,0.097421,0.13498,0.51669,0.25521,0.029159,1.4303383689051021
910.28,0.30921,112.47,5.5453,0.044282,0.10241,0.11402,0.13626,0.097929,0.13415,0.52709,0.25481,0.029218,1.4401791512406268
851.49,0.34431,112.62,5.5401,0.043191,0.10041,0.11437,0.13586,0.097309,0.13429,0.53131,0.25517,0.028782,1.4406799603734284
909.79,0.30739,112.6,5.5679,0.044109,0.10237,0.11398,0.13627,0.097924,0.13406,0.52947,0.25481,0.029219,1.4422101201667223
931.04,0.30159,112.59,5.5011,0.044919,0.10308,0.114,0.13633,0.098109,0.13431,0.53844,0.25473,0.029338,1.4532589868378658
934.61,0.29831,114.87,5.4173,0.045617,0.10357,0.11423,0.13623,0.098068,0.13479,0.57851,0.25481,0.029433,1.4952586139694393
928.85,0.29749,114.55,6.5108,0.038582,0.09936,0.11293,0.13581,0.097001,0.13081,0.61152,0.25499,0.028503,1.509509716115211
