Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
497.31,0.77136,143.58,10.325,0.15711,0.11906,0.12154,0.054954,0.14359,0.12331,0.68843,0.071265,0.40748,1.8867378657208653
533.34,0.7198,150.35,10.365,0.15735,0.11867,0.12158,0.055125,0.14323,0.12571,0.75505,0.070643,0.40889,1.9562583270459992
697.36,0.5662,145.64,9.0559,0.15907,0.1193,0.12432,0.056497,0.14027,0.12069,0.62114,0.070244,0.56561,1.9771468259038554
683.58,0.57766,145.69,8.9361,0.15927,0.11904,0.12465,0.056741,0.14002,0.12198,0.61366,0.070073,0.58911,1.9945428819789788
539.32,0.91172,120.08,9.8096,0.15741,0.12044,0.12314,0.055753,0.14207,0.114,0.73396,0.072036,0.47793,1.9967477374147504
505.81,0.76035,145.73,10.882,0.15663,0.11739,0.12118,0.055217,0.14513,0.12918,0.90788,0.07225,0.31279,2.0176399969510674
690.54,0.57548,148.33,9.1638,0.15904,0.11914,0.12402,0.056375,0.14044,0.12162,0.67134,0.070134,0.56269,2.0247911411286297
646.57,0.59438,144.85,9.0817,0.15945,0.1187,0.12418,0.056597,0.1407,0.12407,0.61211,0.07035,0.63203,2.038201889692197
739.68,0.76069,106.12,9.7867,0.15616,0.12261,0.12357,0.055905,0.14127,0.10323,0.89143,0.072228,0.37188,2.0382825005509506
817.42,0.6694,119.06,9.9312,0.15641,0.12198,0.1234,0.055709,0.14132,0.10544,0.7132,0.071849,0.55104,2.0403551341365302
