Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
10.386,0.041729,287.26,4.7935,0.063679,0.09634,0.13529,0.56328,0.077732,0.05081,0.9871269347616456
0.091882,0.061416,275.93,13.949,0.061072,0.090884,0.099499,0.58201,0.10595,0.062071,1.0014860631960012
23.47,0.08487,208.81,3.1092,0.050133,0.12142,0.14378,0.55474,0.077273,0.056656,1.0040050547646109
27.845,0.048148,423.38,4.0788,0.053461,0.11293,0.15422,0.54823,0.077072,0.060326,1.0062427133470278
27.016,0.047655,423.71,4.0678,0.053383,0.11312,0.15403,0.54845,0.077136,0.060255,1.0063702170356783
26.855,0.047379,426.1,4.1041,0.053589,0.11264,0.15401,0.55005,0.077087,0.060108,1.0074812019759862
27.0,0.047008,426.01,4.1013,0.053576,0.11268,0.15412,0.54984,0.077108,0.060155,1.007482353852525
26.992,0.046611,423.68,4.0898,0.053533,0.11274,0.1541,0.55057,0.077131,0.060131,1.008205782185585
27.515,0.047151,426.0,4.1038,0.053595,0.11264,0.15429,0.55046,0.077087,0.060237,1.0083164620409593
27.853,0.048098,425.68,4.0616,0.053321,0.11335,0.15442,0.54959,0.077139,0.060538,1.0083574462548592
