param_type,param_name,out_l_bound,out_u_bound,in_u_bound,in_l_bound,base
input,cp_tau_s,0,1,3.565280977850951,2.2776550477147084,10
input,cp_b,0,1,0.9934406395562652,-0.3848604056660745,10
input,cp_tau_0,0,1,2.6989700043360183,1.34143452457814,10
input,cp_n,0,1,1.257270482298883,0.12149418624166522,10
input,average_strain,0,1,-0.5432696767767021,-2.0655621522147114,10
output,average_stress,0,1,3.864273696804379,2.126910294600161,10
