Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094947
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094961
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094964
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094968
322.65,2.0341,104.74,13.093,0.031929,0.031928611890949705
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094973
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094973
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094973
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094976
322.65,2.0341,104.74,13.093,0.031929,0.03192861189094976
