Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
748.17,0.49151,143.67,8.1338,0.15926,0.11958,0.12727,0.057913,0.13708,0.11762,0.40029,0.068987,0.49132,1.6793269764496044
756.5,0.48808,142.55,8.2765,0.15914,0.1197,0.12676,0.057706,0.13747,0.11727,0.36857,0.069224,0.59391,1.7497512964347097
755.6,0.48529,150.77,8.0633,0.15937,0.11907,0.12778,0.058098,0.13659,0.11918,0.70459,0.068296,0.32775,1.8207171264626854
743.28,0.49182,144.33,8.3652,0.15921,0.1195,0.12654,0.05759,0.13766,0.1182,0.37386,0.069169,0.65928,1.8210063632134719
731.03,0.47259,145.7,8.3758,0.15944,0.11917,0.12647,0.057593,0.13778,0.11986,0.46289,0.0691,0.6138,1.8661130072912793
763.82,0.48742,140.27,8.323,0.15904,0.11988,0.1266,0.057646,0.13763,0.11656,0.36358,0.069433,0.72107,1.8714418190295419
751.7,0.50783,139.89,8.1782,0.15905,0.11993,0.12722,0.057861,0.13723,0.11603,0.41367,0.069229,0.69322,1.8934372037275793
806.66,0.461,138.24,8.305,0.1589,0.12018,0.12654,0.057662,0.13761,0.11528,0.40065,0.069645,0.74311,1.9295745300610072
715.48,0.53163,144.36,8.2599,0.15923,0.11942,0.12708,0.057762,0.13737,0.11825,0.4011,0.068946,0.74043,1.929590685680103
768.48,0.49371,139.73,8.3255,0.15895,0.11999,0.12662,0.057645,0.13761,0.11601,0.36455,0.069447,0.79564,1.9464622996708427
