Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
910.29,2.7428,189.96,1.8705,0.0,0.0
901.01,2.7274,189.96,1.8744,0.0,0.0
908.57,2.7588,192.4,1.8943,0.0,0.0
902.05,2.7444,190.31,1.9111,0.0,0.0
906.08,2.72,188.0,1.8697,0.0,0.0
908.83,2.744,189.08,1.8946,0.0,0.0
899.91,2.7127,188.32,1.8753,0.0,0.0
913.2,2.7317,187.42,1.9167,0.0,0.0
910.97,2.7664,191.51,1.8931,0.0,0.0
1090.1,2.1838,216.54,1.6741,0.0,0.0
