Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1546.4,0.1746,124.99,4.0107,0.35156,0.070616,0.039034,0.14336,0.11289,0.24641,0.10684,0.14514,0.11266,1.3285176784964259
1607.2,0.16736,125.11,4.0095,0.3542,0.070686,0.039034,0.14318,0.11284,0.24644,0.1069,0.14514,0.11268,1.331103452422453
1607.2,0.16739,125.11,4.0104,0.35439,0.070668,0.039024,0.14317,0.11283,0.24645,0.10689,0.14513,0.11268,1.3312317607057813
1607.2,0.16736,125.14,4.0045,0.35418,0.070787,0.039093,0.14323,0.11291,0.2464,0.10698,0.14518,0.11268,1.331439048583149
1607.0,0.1674,125.14,4.0014,0.35402,0.070849,0.039127,0.14326,0.11296,0.24638,0.10703,0.1452,0.11268,1.331501787407369
1607.4,0.16749,125.1,4.0093,0.3546,0.070691,0.039035,0.14318,0.11284,0.24644,0.10691,0.14514,0.11268,1.3315101583743847
1608.5,0.16734,125.07,4.0001,0.35397,0.070877,0.039137,0.14326,0.11297,0.24637,0.10705,0.14521,0.11268,1.3315315620287582
1607.2,0.16739,125.15,4.0026,0.3542,0.070825,0.039114,0.14324,0.11294,0.24639,0.10701,0.14519,0.11268,1.3315950440115978
1607.2,0.16746,125.15,3.9999,0.3542,0.070879,0.039144,0.14327,0.11298,0.24637,0.10705,0.14522,0.11267,1.3317848431973116
1608.4,0.16743,125.12,3.9985,0.35437,0.070908,0.039157,0.14328,0.11299,0.24636,0.10708,0.14523,0.11267,1.3320447299463825
