Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1821.0,0.13804,125.44,6.038,0.060344,0.13079,0.17431,0.095481,0.068458,0.054539,0.583929363655755
1812.9,0.13803,125.41,5.9935,0.060238,0.13086,0.17452,0.095631,0.068495,0.054543,0.5842860702285115
1822.8,0.138,125.26,6.0264,0.060323,0.13083,0.17463,0.095513,0.06846,0.054538,0.5842964662653447
1813.8,0.13803,125.41,5.9345,0.060111,0.13098,0.17447,0.095815,0.06853,0.054542,0.5844512021101758
1820.2,0.13812,125.5,5.9985,0.060256,0.13087,0.17478,0.095607,0.068482,0.05454,0.5845336851989494
1813.7,0.13832,125.43,5.9211,0.060084,0.13102,0.17488,0.095855,0.068534,0.054541,0.5849139350712442
1820.9,0.13787,125.14,6.038,0.060348,0.1308,0.17537,0.095478,0.068456,0.054539,0.5849945259374184
1812.1,0.13844,125.18,5.9228,0.060091,0.13102,0.17609,0.095847,0.068527,0.054542,0.5861256571294526
1804.8,0.13916,125.19,5.9172,0.060076,0.13104,0.17622,0.095868,0.068528,0.054545,0.5862741128380371
1808.4,0.13916,125.27,5.924,0.060094,0.13103,0.17645,0.095843,0.068521,0.054543,0.5864852163772571
