Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
650.88,0.58175,110.66,8.0798,0.12773,0.065548,0.089098,0.18078,0.054888,0.066942,0.5849799681598471
676.49,0.52528,111.32,8.3355,0.12771,0.065654,0.089133,0.19785,0.054874,0.066744,0.6019648196155258
676.34,0.53993,111.36,8.3663,0.12764,0.065688,0.089077,0.19902,0.054891,0.066698,0.6030110179823688
673.27,0.5274,110.29,8.5798,0.12744,0.065848,0.088951,0.19963,0.054907,0.066608,0.6033803193505277
718.97,0.45824,111.01,9.0289,0.12744,0.065959,0.089042,0.20972,0.054933,0.066306,0.6134005196675315
722.44,0.45648,110.78,9.0154,0.12745,0.065933,0.089069,0.21011,0.054919,0.06631,0.6137883128076581
704.72,0.49842,111.29,8.3246,0.12783,0.065501,0.089327,0.21355,0.054819,0.066702,0.6177328018276764
662.97,0.54189,111.59,8.5507,0.12749,0.065897,0.08889,0.21398,0.054959,0.06661,0.6178269704043136
719.01,0.4604,110.98,9.0772,0.1274,0.065992,0.089009,0.21599,0.054944,0.066274,0.6196080661877494
722.17,0.44644,113.31,8.8963,0.12772,0.065881,0.089159,0.2173,0.054948,0.066352,0.6213582640671795
