Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1545.1,0.17609,122.67,4.1117,0.10747,0.068581,0.11153,0.20679,0.1426,0.038013,0.24715,0.11256,0.1442,1.178900233566822
1549.8,0.1759,122.61,4.0303,0.10653,0.070079,0.1126,0.20608,0.14307,0.038749,0.24661,0.11253,0.14495,1.1811852964903737
1572.6,0.17003,125.17,4.1244,0.10777,0.068149,0.11169,0.21276,0.14256,0.038068,0.24711,0.11253,0.14411,1.184767446108804
1544.6,0.17666,122.28,4.1361,0.10779,0.068179,0.11119,0.2144,0.14245,0.037781,0.24732,0.11257,0.14397,1.1856608491277676
1546.9,0.17641,122.68,3.9634,0.1056,0.071369,0.11342,0.20884,0.14347,0.039371,0.24618,0.11251,0.14551,1.1862749547757214
1548.6,0.17635,122.46,3.9711,0.10575,0.071216,0.11332,0.2112,0.14341,0.039284,0.24623,0.11251,0.14545,1.1883758302034857
1545.1,0.176,122.73,4.1962,0.10854,0.067032,0.11045,0.22252,0.14211,0.037278,0.24771,0.1126,0.1434,1.1916401660817206
1538.7,0.17477,123.79,4.1831,0.10834,0.067172,0.11066,0.22422,0.14222,0.037438,0.24762,0.11261,0.14351,1.1938005458857097
1540.5,0.1761,122.6,4.1587,0.10806,0.067725,0.11091,0.22342,0.14235,0.037598,0.24747,0.11259,0.14375,1.1938650523628835
1504.7,0.17437,123.25,5.322,0.10904,0.047749,0.09922,0.27017,0.13577,0.031067,0.25456,0.11429,0.13419,1.1960543522312264
