Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
547.17,0.53818,112.94,12.861,0.063979,0.12801,0.06779,0.23141,0.0555,0.086823,0.633506025233885
545.97,0.54013,111.83,13.023,0.063922,0.12804,0.067842,0.23666,0.055502,0.08678,0.6387432384211624
548.88,0.52762,114.34,12.867,0.063984,0.12801,0.06779,0.23692,0.055511,0.086826,0.639049965984921
547.0,0.53464,113.73,12.564,0.06411,0.12797,0.067696,0.24023,0.05548,0.086926,0.6424043579285681
547.35,0.52804,114.32,12.912,0.063974,0.12803,0.067788,0.24236,0.055516,0.086834,0.6444996205983792
554.49,0.52572,111.83,12.992,0.063924,0.12802,0.067947,0.24249,0.055481,0.08667,0.6445272531228791
551.89,0.54364,110.05,13.231,0.063795,0.12802,0.067954,0.24423,0.055501,0.086633,0.6461358229774251
547.85,0.52766,114.01,12.884,0.063987,0.12802,0.067801,0.244,0.055507,0.086825,0.6461444758803079
538.66,0.54798,114.37,12.747,0.064032,0.12799,0.067618,0.24749,0.055525,0.086993,0.6496458397259717
547.24,0.52569,116.27,12.838,0.063993,0.12799,0.067691,0.24793,0.055539,0.086908,0.6500502521860133
