Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
690.53,0.53738,144.82,8.355,0.15944,0.11901,0.12701,0.05791,0.13782,0.1216,0.33805,0.068785,0.38568,1.5153043937951767
691.92,0.53994,144.94,8.3747,0.15942,0.11901,0.12697,0.05789,0.13784,0.12153,0.33311,0.068784,0.39218,1.5167389134451965
691.62,0.54179,147.17,8.403,0.15944,0.11892,0.12685,0.05786,0.13777,0.12179,0.32899,0.06863,0.40062,1.5208915255126543
690.51,0.53996,143.64,8.3854,0.15936,0.11915,0.12694,0.05785,0.13794,0.12093,0.33547,0.068922,0.40301,1.5295736339053567
691.23,0.53794,145.88,8.4239,0.15943,0.11899,0.12678,0.05781,0.13793,0.12158,0.34147,0.0688,0.39755,1.5303368160688993
692.89,0.5378,145.4,8.441,0.1594,0.11904,0.12674,0.057782,0.13799,0.12138,0.34005,0.068866,0.40026,1.5315078021079018
691.66,0.53972,145.39,8.4371,0.15941,0.11902,0.12676,0.057794,0.13798,0.12146,0.33934,0.068847,0.40101,1.5316317008575449
691.62,0.53984,146.87,8.4364,0.15943,0.11896,0.12674,0.057799,0.13789,0.12163,0.33982,0.068724,0.40085,1.5318474607838155
693.1,0.54433,146.88,8.448,0.15941,0.11896,0.12675,0.057798,0.13788,0.12155,0.33591,0.068703,0.40713,1.5340881809911213
690.97,0.53823,143.32,8.4861,0.15929,0.11924,0.12662,0.057683,0.13822,0.12046,0.33196,0.069107,0.41204,1.5346114039031353
