Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1989.6,0.097039,107.7,13.682,0.064642,0.12633,0.054458,0.22805,0.083035,0.070796,0.6273100185485051
1997.1,0.096914,107.63,13.608,0.06463,0.12625,0.054452,0.22939,0.083087,0.070699,0.6285086853554949
1998.2,0.096914,107.63,13.608,0.064626,0.12625,0.054454,0.2295,0.083094,0.070691,0.6286113014783643
1979.9,0.096781,106.93,13.546,0.06472,0.12609,0.054386,0.23074,0.083009,0.070754,0.6297048490348685
1948.8,0.096912,107.91,13.574,0.06478,0.12623,0.054374,0.23163,0.082788,0.071035,0.6308323780917484
1913.6,0.094032,108.6,13.335,0.06498,0.12588,0.054277,0.23279,0.082687,0.071027,0.6316360573484453
1996.0,0.095992,107.7,13.61,0.064657,0.1262,0.05445,0.23352,0.083122,0.070656,0.6326074160993455
1992.1,0.097737,107.28,13.608,0.064635,0.12626,0.054435,0.23751,0.083029,0.070769,0.6366377036320628
1920.3,0.097092,107.47,13.644,0.064887,0.12624,0.054326,0.23747,0.082619,0.071267,0.636805700995609
1992.1,0.097737,107.28,13.584,0.064637,0.12623,0.05443,0.24084,0.083028,0.070758,0.6399279726721698
