Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1730.4,0.23628,167.53,2.5766,0.013566,0.01356585903110032
1730.4,0.2364,167.53,2.5679,0.013627,0.01362652252691927
1730.4,0.23582,167.53,2.5768,0.013627,0.013626968526291089
1730.4,0.23639,167.53,2.5679,0.013627,0.013627170166882693
1730.4,0.23582,167.53,2.5766,0.013629,0.01362870198886681
1730.4,0.23648,167.53,2.566,0.013633,0.013633158157540638
1730.4,0.23639,167.53,2.5662,0.013645,0.013645055645164394
1730.4,0.23639,167.53,2.5662,0.013645,0.013645334941321094
1730.4,0.23639,167.53,2.5662,0.013645,0.013645427113681672
1730.4,0.23629,167.53,2.5677,0.013646,0.01364550920450898
