Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
1957.6,0.43684,367.86,15.225,0.17045,0.15222,0.11066,0.062786,1.0663,0.051502,0.078602,0.21786,0.069214,1.97960571782177
1957.8,0.42967,370.36,15.069,0.17046,0.15231,0.11061,0.06277,1.0679,0.051449,0.078533,0.2178,0.069472,1.9812859628404178
1957.6,0.44033,372.17,15.119,0.17082,0.1523,0.11066,0.062675,1.0674,0.051551,0.07857,0.2178,0.06959,1.9813748149299784
1957.3,0.43808,367.11,15.313,0.17041,0.15221,0.11066,0.062797,1.0691,0.051472,0.078619,0.21788,0.069144,1.982269526009716
1957.6,0.43782,372.16,15.141,0.17075,0.15232,0.11064,0.062689,1.0692,0.051493,0.078558,0.2178,0.069603,1.9830817364327287
1957.5,0.44124,372.78,15.12,0.17088,0.15231,0.11066,0.062658,1.0691,0.051553,0.078568,0.21779,0.069643,1.983146698913061
1966.6,0.44229,365.48,15.307,0.17042,0.15212,0.11072,0.062795,1.071,0.05159,0.07867,0.2179,0.068902,1.984110858228263
1957.9,0.44128,372.61,15.021,0.1709,0.15228,0.11068,0.062659,1.0707,0.051631,0.078567,0.21778,0.069618,1.984814716263898
1957.5,0.42859,368.48,15.209,0.17028,0.15229,0.1106,0.06282,1.0734,0.051364,0.078552,0.21784,0.069314,1.98643786097464
1937.2,0.44129,373.44,15.116,0.17092,0.15236,0.11062,0.062677,1.0724,0.051518,0.078534,0.21778,0.069854,1.9867110946990685
