iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,213.62,2.2875,132.86,4.7097,5.1997e-05,0.11306177905635784,0.07542657373121683,0.13707080315597475
2,289.66,0.68346,99.173,9.7593,3.3909e-05,0.2745709244201409,0.0728815271242288,0.29776983502395504
3,770.54,0.50429,163.98,3.6285,5.3436e-05,0.13190090869973692,0.07998801620113775,0.15736188503278828
4,279.11,2.161,142.54,4.9653,7.6373e-05,0.0862277254582077,0.0749320861749039,0.11007934928005536
5,458.04,0.81701,121.26,10.728,6.5902e-05,0.04250017495978674,0.0728006911476972,0.06567335467311153
6,413.87,0.85403,125.26,11.311,7.3476e-05,0.025562435549946763,0.07283399863514148,0.048746217365809016
7,391.99,0.95159,122.01,11.07,7.4159e-05,0.027297872876760183,0.07272372800756013,0.0504465544617076
8,417.57,0.86294,121.44,14.099,7.2814e-05,0.03351522363535019,0.07285995694739975,0.056707268238632896
9,435.23,0.81769,129.16,8.9272,8.8183e-05,0.028250707590602615,0.07293355170167164,0.05146617813174133
10,528.28,0.61173,127.76,11.936,6.9516e-05,0.027553461882844747,0.07295123838837156,0.05077456227121388
11,449.28,0.79001,121.12,11.367,7.3608e-05,0.02387535176905234,0.0728412471098526,0.04706144084607489
12,1391.4,0.52126,116.35,7.0899,8.9296e-05,0.545309493584871,0.07391483317595066,0.5688373157204017
13,517.15,0.59962,128.75,11.537,7.7009e-05,0.019552540607262397,0.07304825912107236,0.04280452365401499
