Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
28.464,8.7837,460.03,1.7185,0.18191,0.15347,0.21448,3.5793,0.24391,0.17898,0.12044,0.16794,0.10227,4.942709359713486
28.159,9.0391,435.79,1.5427,0.18199,0.15486,0.22173,3.5439,0.2446,0.20729,0.12043,0.1684,0.10252,4.9457011046694666
23.166,8.8689,452.07,1.4221,0.18353,0.15723,0.21849,3.5257,0.24508,0.24153,0.12053,0.16873,0.10219,4.963052516412286
30.371,9.0389,486.15,1.7548,0.18287,0.15442,0.21388,3.6024,0.24309,0.18094,0.12096,0.16835,0.10215,4.969076709528521
25.479,9.0462,491.35,1.5287,0.18443,0.15764,0.21676,3.554,0.2438,0.22937,0.12116,0.16902,0.10195,4.978118078809538
25.581,9.2953,494.37,1.529,0.18475,0.158,0.21713,3.5477,0.24362,0.23515,0.12125,0.1691,0.10191,4.978639966558896
26.904,8.7853,491.9,1.5632,0.18394,0.15692,0.21582,3.5714,0.24375,0.21517,0.12117,0.16895,0.10203,4.979140965482544
27.927,9.048,496.71,1.5933,0.18415,0.15697,0.21576,3.5809,0.2434,0.21465,0.1213,0.169,0.10202,4.988159615047318
31.288,9.0468,450.24,1.9376,0.1807,0.15074,0.21279,3.6657,0.24344,0.15131,0.12005,0.16709,0.10237,4.994194624520132
27.326,8.7316,477.42,1.7208,0.18256,0.15421,0.21444,3.6275,0.24362,0.18361,0.12063,0.1681,0.10206,4.996699135683178
