Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1276.2,0.20416,126.82,5.2038,0.049413,0.11056,0.11409,0.13621,0.10047,0.13529,0.20777,0.25371,0.031929,1.1394337471231766
1285.5,0.2026,126.94,5.2389,0.048843,0.11062,0.11408,0.13616,0.10027,0.13505,0.2088,0.25384,0.031843,1.139513628309617
1277.4,0.20377,126.84,5.2044,0.049396,0.11056,0.11409,0.13621,0.10047,0.13529,0.20803,0.25371,0.031929,1.1396746754169884
1273.1,0.20526,126.44,5.1719,0.049974,0.11041,0.11409,0.13623,0.10064,0.1355,0.20867,0.25358,0.031989,1.1410720093195743
1354.6,0.19127,127.16,5.2188,0.049272,0.11061,0.11404,0.13616,0.10053,0.13511,0.21039,0.2536,0.031895,1.1416156609064703
1277.8,0.20437,127.02,5.1635,0.050092,0.11043,0.11408,0.13625,0.10073,0.13554,0.20894,0.25352,0.032055,1.141638907628282
1289.2,0.20326,125.47,5.366,0.047352,0.11053,0.11415,0.13598,0.099358,0.13394,0.21682,0.25448,0.031389,1.144004609680614
1287.9,0.20414,126.82,5.2044,0.049493,0.11053,0.11408,0.13619,0.10047,0.13529,0.2132,0.25369,0.031923,1.1448536672441325
1277.3,0.20502,126.93,5.2228,0.049133,0.11058,0.11408,0.13618,0.10036,0.13518,0.21368,0.25379,0.031882,1.1448657991249271
1280.4,0.20408,126.52,5.2935,0.048183,0.11062,0.11411,0.1361,0.099885,0.13456,0.2158,0.25412,0.031669,1.145047133588262
