iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,499.4661802638156,342.63776170426854,292.89776678489744,32.47578966048366,21.49004606597931,177.9694406482304,365.8021217424077,6.607804953179731,1.5715967478657367,0.20217928925015516,1.6359524144156732
2,701.2545212156522,560.8039402424364,661.0766383888508,176.57294169087066,81.21973575153557,280.7856377290158,69.46748104714631,17.050540647899876,1.389958638331031,0.0921457300035951,1.4192895351607977
3,192.87389713445722,75.69729010844858,694.0487002461883,807.2643021658472,344.3099228898011,515.9765723080365,411.65337998839294,3.0026661759814415,0.29442600651789486,0.09462788706720388,0.3245469984800691
4,76.33180451447164,681.8097721590078,13.159465039636741,684.8958022958757,669.2021185643595,739.9900706359915,59.97842375662415,1.2172183616554486,0.13970670567363308,0.09451213735342404,0.16979085335758828
5,860.9916622221327,943.2764929238767,181.8890821168439,740.7586307253799,549.925027386929,110.02418995937927,192.98829874581924,5.551540358981399,2.133045996747032,0.10028854613584443,2.1649688324530705
6,686.1862262641591,758.1061904440753,879.5514173682748,603.4658264543782,198.99119351864468,835.8790251717778,163.14816097604228,13.001553515880937,0.2509392776541819,0.11430787103467188,0.28732460307313973
7,511.95585675916834,875.9205694951235,832.5943683963266,483.5847849514827,485.90587516239196,5.162367152945178,234.74017134564056,18.590289284734094,0.5421810725104357,0.12039995524222244,0.580505568560121
8,436.7879157389559,129.5633096368477,467.11105895762967,984.8464278537799,892.640371531558,402.5099296709362,459.7109384577069,8.496657414205004,1.0546542395423382,0.09628424075048925,1.0853024652569192
9,885.2137672739459,594.321015572672,941.5413891360563,866.5480446331455,311.54580656293786,440.8607660597137,147.25137498229262,11.708545869974827,1.0481975591438395,0.09131309200967472,1.077263419068529
10,575.4188841438605,390.45256329581537,593.0833119629712,878.1349777193165,706.9797391802217,964.6727325979883,265.8431901771847,9.687918446586833,1.4163433384013255,0.09205220676332285,1.4456444658591256
11,344.60970425837587,49.82230160649287,367.70219389743573,551.6963421586839,397.82803752486586,578.5405569517014,110.75962173759538,11.184639350408098,2.179391535604888,0.2139513835686302,2.247494376157483
12,146.5144406575587,278.96860719469186,540.7870912065368,388.29445180661065,831.0164214569007,810.0813840677096,312.90304280624787,7.882598331259402,3.220012212669064,0.18930591225982996,3.2802701560544087
13,25.901949607318585,204.49245219942983,777.1239479107438,268.2111049519363,765.0228859180978,212.24157697435174,27.020694803598833,15.385248619057755,1.0579320134495358,0.0918311580279643,1.0871627789095428
14,265.543723313624,481.9651833017334,223.69588703808296,247.79044818758595,566.2354396798173,637.2980492163487,498.95392133303767,4.420354619532894,1.5957369416744256,0.15571989613331655,1.6453041240891733
15,969.606662513371,705.9430718140263,414.23629097971553,373.68538960300543,988.3888161920733,359.4161288299879,282.78375227099417,19.259574879860402,1.5862141169413864,0.09241287426544528,1.6156300484307373
16,792.0421341328183,839.2736693443345,76.57208729679287,90.23922477392581,175.02886189990423,933.1981276824486,381.83822010274713,14.08722158768857,0.36555392688859634,0.09367843441814888,0.395372698686113
17,601.52,528.19,695.78,170.22,11.845,274.44,72.854,17.239,1.5450227822041553,0.09425742887703897,1.5750258536619823
18,676.86,523.43,698.07,163.61,45.55,296.2,72.359,16.891,1.7905075378240487,0.09244201547911604,1.8199327452498064
19,817.42,550.09,341.56,0.91178,5.5164,319.56,60.269,18.43,0.231106054132158,0.10184443815626323,0.26352414565013027
20,770.47,568.19,16.342,3.1854,874.13,828.71,29.538,16.98,1.5386738930280217,0.09789400786641088,1.5698345235300541
21,785.06,535.72,461.82,182.79,7.6207,324.45,70.012,19.153,2.765793918215142,0.09546998563333224,2.7961829584760562
22,757.06,215.97,512.36,6.7273,31.234,33.72,53.246,18.839,2.170660195841345,0.15681624389749113,2.220576356588125
23,761.84,543.27,474.86,104.56,8.1979,314.05,77.646,18.919,2.1788808642819046,0.09182954411941814,2.2081111160188662
24,1.7339,602.87,17.503,672.29,721.52,715.5,230.46,3.4694,1.8973299307596134,0.09362591930832181,1.9271319864784981
25,162.77,85.185,510.44,814.13,578.17,528.99,470.23,1.6722,0.3255977092879759,0.09270426331880385,0.3551063927937365
26,36.603,683.53,3.5608,677.97,663.87,744.32,48.752,1.0661,0.11196663233578247,0.17036379549661088,0.16619511269014725
27,13.86,718.62,0.57961,664.72,667.24,813.92,40.086,2.5656,0.04501937327261344,0.18193960195636755,0.10293254726366897
28,103.51,590.33,0.52756,594.88,0.085123,745.2,104.52,5.5101,0.2338325454360452,0.09744053191537301,0.2648488300597156
29,0.043047,704.56,0.00055091,660.08,652.0,791.27,161.59,5.3538,0.13361889582755238,0.09474665032215926,0.1637776913078943
