Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.10644,0.2572,0.11661,0.11928,0.40265,0.0202,0.048265,0.10528,0.13411,1.3100202175069326
8.2054,110.92,32.757,214.39,13.073,467.17,22.257,6.0535,0.10819,0.25697,0.11873,0.10654,0.46947,0.0253,0.032715,0.10701,0.11627,1.34118927545277
4.4144,68.561,879.79,246.57,565.36,100.57,19.884,9.1222,0.10685,0.23233,0.11752,0.10312,0.52079,0.066296,0.066662,0.12986,0.13176,1.475194230952035
141.36,40.2,758.39,99.649,648.6,472.39,47.43,10.77,0.10911,0.23848,0.11024,0.32976,0.39115,0.034914,0.041065,0.11913,0.14013,1.5139782684570744
300.71,8.2602,7.4843,106.91,682.15,301.65,17.219,17.949,0.099956,0.24206,0.11703,0.11574,0.56207,0.052605,0.058975,0.11892,0.15893,1.5262829469084789
116.72,32.08,769.72,94.378,653.34,710.49,47.107,10.913,0.10669,0.23529,0.114,0.31875,0.40156,0.048494,0.055138,0.12739,0.14702,1.5543301680721149
40.568,897.4,796.19,931.38,670.04,3.7922,42.411,19.626,0.094635,0.24377,0.13624,0.11097,0.61181,0.075653,0.079801,0.1193,0.14755,1.6197159378749353
288.06,838.43,61.414,171.93,110.61,14.237,51.49,19.644,0.10577,0.26592,0.11967,0.092869,0.78704,0.028902,0.032315,0.095107,0.12388,1.6514677148698946
49.366,56.943,192.75,194.81,617.18,785.06,45.548,9.679,0.10375,0.23782,0.11136,0.12567,0.73166,0.050406,0.047081,0.11667,0.13898,1.6634088007111112
131.37,30.962,794.4,82.891,655.26,709.82,47.573,10.981,0.1067,0.23513,0.11468,0.35296,0.47727,0.048863,0.056195,0.12917,0.14813,1.669101452231473
