evals,errors
1000,4.4516744554581695
2000,4.00414223115205
3000,4.00414223115205
4000,3.8925829255538167
5000,3.3842335039887326
6000,3.3842335039887326
7000,3.3842335039887326
8000,3.3842335039887326
9000,3.3842335039887326
10000,3.3842335039887326
11000,3.0547027014784134
12000,3.0547027014784134
13000,3.0547027014784134
14000,3.0547027014784134
15000,3.0547027014784134
16000,3.0547027014784134
17000,3.0547027014784134
18000,3.0547027014784134
19000,3.0547027014784134
20000,3.0547027014784134
21000,3.0547027014784134
22000,3.0547027014784134
23000,3.0547027014784134
24000,3.0547027014784134
25000,3.0547027014784134
26000,3.0547027014784134
27000,3.0547027014784134
28000,3.0547027014784134
29000,3.035210767391473
30000,3.035210767391473
31000,3.035210767391473
32000,3.035210767391473
33000,3.035210767391473
34000,3.035210767391473
35000,2.973407068316173
36000,2.973407068316173
37000,2.973407068316173
38000,2.973407068316173
39000,2.973407068316173
40000,2.973407068316173
41000,2.973407068316173
42000,2.973407068316173
43000,2.7355803051693046
44000,2.7355803051693046
45000,2.7355803051693046
46000,2.7355803051693046
47000,2.7355803051693046
48000,2.7355803051693046
49000,2.7355803051693046
50000,2.7355803051693046
