Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928224632
613.84,0.75027,154.69,3.7841,0.021891,0.02189145092822479
613.84,0.75027,154.69,3.7841,0.021891,0.02189145092822479
613.84,0.75027,154.69,3.7841,0.021891,0.02189145092822487
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928224893
613.84,0.75027,154.69,3.7841,0.021891,0.02189145092822491
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928224955
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928224976
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928225035
613.84,0.75027,154.69,3.7841,0.021891,0.021891450928225045
