Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3293.2,0.11625,151.26,3.7078,0.28567,0.044734,0.22017,0.055399,0.098064,0.11272,0.080079,0.12057,0.13573,1.1531453086237962
3294.2,0.11678,154.37,3.5264,0.28308,0.044347,0.22033,0.059009,0.097348,0.11313,0.082631,0.1194,0.13631,1.1556016266541234
3294.8,0.11612,154.19,3.538,0.28392,0.044368,0.22032,0.058769,0.097315,0.1131,0.082455,0.11948,0.13627,1.155995619743974
3294.3,0.11632,155.19,3.5159,0.28614,0.044327,0.22034,0.059236,0.097351,0.11315,0.082787,0.11931,0.13636,1.158996962761894
3293.4,0.11375,153.79,3.7032,0.29216,0.044737,0.22014,0.055492,0.097929,0.11273,0.080122,0.12047,0.13575,1.1595341305762399
3299.8,0.11378,153.68,3.7017,0.29295,0.044721,0.22015,0.055539,0.097876,0.11275,0.080161,0.12046,0.13575,1.1603548421998275
3345.3,0.10942,154.2,3.7242,0.29591,0.044727,0.22012,0.05511,0.097737,0.1127,0.079875,0.12059,0.13567,1.1624442658800465
3369.8,0.10841,153.72,3.7243,0.29628,0.044705,0.22013,0.05511,0.097707,0.11271,0.07989,0.12062,0.13566,1.16281587593162
3342.4,0.10945,154.17,3.7295,0.29656,0.04474,0.22011,0.055008,0.097756,0.11269,0.079804,0.12062,0.13566,1.1629470098448587
3363.1,0.10851,153.75,3.7066,0.29597,0.044675,0.22014,0.055436,0.09766,0.11274,0.080108,0.12052,0.13571,1.162963373416002
