Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1681.5,0.1601,122.41,4.4608,0.05528,0.19099,0.06973,0.13468,0.10674,0.055367,0.6127826478524195
1682.2,0.16009,122.34,4.4601,0.055282,0.19132,0.069729,0.13468,0.10675,0.055364,0.6131227121794673
1693.3,0.16047,122.13,4.3398,0.055682,0.18932,0.069877,0.13548,0.10848,0.054977,0.6138127150220162
1692.9,0.16054,122.17,4.3413,0.055677,0.18942,0.069875,0.13547,0.10846,0.054981,0.6138860198459168
1694.1,0.16043,122.15,4.3193,0.055752,0.18933,0.069912,0.13561,0.10878,0.054919,0.6143021607114615
1677.8,0.15972,123.15,4.3684,0.055576,0.19112,0.069887,0.13519,0.10808,0.055062,0.6149131723825094
1681.0,0.15909,123.82,4.3817,0.055549,0.19139,0.069881,0.13511,0.10794,0.055094,0.614957040194235
1694.1,0.16043,122.15,4.2877,0.055859,0.18929,0.069967,0.1358,0.10924,0.054835,0.6149949882384138
1694.3,0.16044,122.21,4.2864,0.055865,0.18935,0.06997,0.13581,0.10926,0.054832,0.6150846344521995
1694.2,0.16051,121.79,4.3431,0.055666,0.1907,0.069864,0.13547,0.10842,0.054988,0.6151082453680536
