Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
718.09,0.37346,121.82,9.3467,0.12762,0.065647,0.08923,0.20348,0.055053,0.065996,0.6070257475469283
734.28,0.36401,122.04,9.1902,0.12765,0.065519,0.089403,0.20408,0.055049,0.066105,0.6078075733492722
733.65,0.364,122.03,9.217,0.12766,0.06555,0.089373,0.20448,0.055054,0.066082,0.6082008873523459
733.63,0.36578,122.04,9.1556,0.12764,0.065479,0.089436,0.20496,0.055041,0.066133,0.6086863480998146
732.78,0.36154,122.82,9.2208,0.12761,0.065506,0.089409,0.20554,0.055069,0.066088,0.6092229289594967
734.69,0.36632,121.27,9.2711,0.12772,0.065662,0.089277,0.20621,0.055051,0.066022,0.6099399979354256
728.01,0.37179,120.4,9.2977,0.12774,0.065706,0.089217,0.20628,0.055028,0.066012,0.6099799525625585
728.14,0.37208,120.4,9.426,0.12778,0.065857,0.089084,0.20636,0.055053,0.065892,0.6100243163561274
730.11,0.36702,121.49,9.3896,0.12772,0.065767,0.089169,0.20677,0.055073,0.065927,0.610425165905378
721.86,0.36975,121.97,9.4541,0.12766,0.065781,0.089125,0.20721,0.055084,0.06589,0.6107578006114429
