Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
576.33,0.6617,147.24,8.5382,0.16013,0.11772,0.12679,0.058053,0.13798,0.12759,0.54197,0.068936,0.52432,1.863504778052374
564.7,0.66181,147.04,8.4229,0.16051,0.11745,0.12708,0.058356,0.13774,0.12918,0.58964,0.06897,0.50787,1.8967955950144388
562.03,0.66094,151.49,8.5602,0.16016,0.11706,0.12684,0.058058,0.13801,0.13043,0.54253,0.068391,0.57325,1.914735736215496
569.51,0.66113,150.42,8.4388,0.1604,0.11717,0.12712,0.058327,0.1377,0.13002,0.6706,0.06861,0.48948,1.95942653488436
562.95,0.661,151.07,8.3748,0.16061,0.11694,0.12729,0.058497,0.13755,0.13128,0.67547,0.068557,0.49026,1.966451104240008
555.6,0.66098,151.37,8.3024,0.16086,0.11672,0.12746,0.058688,0.1374,0.13254,0.68551,0.068544,0.50468,1.9924118298452775
561.96,0.65549,154.83,10.709,0.15655,0.11936,0.1221,0.055273,0.14215,0.12029,0.40632,0.069758,0.83157,2.0233716977672698
532.81,0.66049,152.11,8.1667,0.16142,0.11612,0.12781,0.059065,0.13718,0.13606,0.6982,0.068507,0.52421,2.02857503381274
562.76,0.65712,142.14,8.3041,0.16089,0.11788,0.12728,0.058633,0.13761,0.12841,0.66383,0.069537,0.5664,2.030459577832768
563.23,0.64802,153.87,8.3489,0.1607,0.11659,0.1274,0.058581,0.13745,0.13277,0.72298,0.068262,0.53275,2.0574785094166805
