Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g86),Error (g59),Error (curve),Error (g303),Error (g237),Reduced Error
1944.7,9.7864e-07,52.707,4.0494,0.12216,0.051421,0.076683,0.39486,0.052715,0.10564,0.803476951555347
1945.5,9.4192e-07,53.333,4.0528,0.12206,0.051435,0.076728,0.40034,0.052729,0.10569,0.8089819269053814
1944.1,1.0328e-06,53.024,3.9905,0.12254,0.051468,0.076778,0.41958,0.052598,0.10627,0.8292345847756889
1937.5,1.0461e-06,53.294,3.9768,0.12251,0.051453,0.076833,0.43637,0.052569,0.10641,0.8461367674180577
1823.7,9.7973e-07,53.279,4.0033,0.12026,0.050808,0.077394,0.46566,0.052469,0.1058,0.872389511848942
1949.4,1.0039e-06,53.87,3.9696,0.12266,0.051528,0.076856,0.46934,0.052578,0.10662,0.879576021079199
1937.6,1.0385e-06,54.62,3.9584,0.12254,0.051517,0.076913,0.47903,0.052566,0.1067,0.8892645770732308
1934.5,1.0387e-06,54.406,3.9569,0.1225,0.051489,0.076926,0.48121,0.052553,0.1067,0.8913704439255593
1937.6,1.2101e-06,54.586,3.9865,0.12269,0.0516,0.076674,0.48253,0.052652,0.10617,0.8923094819362991
1937.5,9.8316e-07,54.715,3.9714,0.12236,0.051488,0.076939,0.48392,0.052586,0.10662,0.893909078721817
