Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
3684.3,3.8288,82.472,1.0418,0.19513,0.13396,0.19782,0.096126,0.10551,0.13008,1.4279,0.089195,0.36312,2.7388571806845694
3457.8,3.7188,84.326,1.0169,0.19633,0.13414,0.1985,0.096697,0.10579,0.13188,1.6046,0.089927,0.31165,2.869545962438325
3837.3,2.6111,75.062,1.0203,0.19657,0.13361,0.1993,0.096769,0.10519,0.13105,1.58,0.089357,0.33841,2.870271341129792
340.06,4.6407,82.127,7.0004,0.1583,0.12,0.13421,0.060293,0.13266,0.12971,1.7271,0.066362,0.3643,2.892896959971439
340.59,4.3185,75.649,16.565,0.15519,0.11745,0.12234,0.05585,0.15103,0.14243,1.8104,0.088097,0.29701,2.939815526886921
3406.8,0.47327,150.63,1.0125,0.20061,0.1331,0.20686,0.098011,0.10699,0.13036,1.7338,0.090882,0.24817,2.9487892845498926
349.78,5.0584,74.823,15.315,0.15503,0.11758,0.12116,0.056112,0.14932,0.13298,1.7167,0.085722,0.42345,2.9580320517979843
355.86,4.6382,75.45,15.182,0.15502,0.11763,0.12099,0.055987,0.1493,0.13226,1.8356,0.086058,0.32501,2.9778542562091976
297.08,5.2,94.796,4.8615,0.16528,0.12122,0.14235,0.064851,0.12232,0.14165,0.95583,0.069152,1.2033,2.9859563903004807
3465.2,0.16879,136.7,1.2319,0.19724,0.12839,0.20403,0.095322,0.10274,0.12672,1.3953,0.085608,0.66935,3.004704665767224
