Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3193.0,9.9793,479.3,6.6547,0.12601,0.075227,0.11981,0.1529,0.4757,0.14171,1.693,0.11319,0.055198,2.9527336788141785
3188.9,9.9712,481.37,6.6459,0.12617,0.075204,0.11975,0.15271,0.38222,0.14172,1.863,0.11246,0.055157,3.0283409200759523
3202.3,9.9737,479.71,6.6416,0.12648,0.075565,0.11978,0.15263,0.58051,0.14181,1.701,0.11282,0.055193,3.065787363032446
3201.4,9.9985,479.58,6.6443,0.12638,0.075563,0.11981,0.15269,0.71782,0.14181,1.5803,0.11282,0.05517,3.0824183616191707
3196.0,9.9789,478.47,6.6491,0.12595,0.075524,0.11988,0.15288,0.74125,0.14187,1.5581,0.11337,0.055176,3.08394480379241
3184.9,9.9128,479.64,6.6473,0.12575,0.075204,0.11983,0.15289,0.44282,0.14181,1.8639,0.11333,0.055228,3.0907236088175223
3193.3,9.9791,479.43,6.6475,0.126,0.07553,0.11988,0.15282,0.71649,0.14189,1.604,0.11295,0.055117,3.1046279349827572
3191.9,9.9282,480.59,6.6483,0.12615,0.07514,0.11967,0.15271,0.32498,0.14168,1.9976,0.11287,0.055225,3.106020412756165
3194.4,9.9772,479.54,6.6588,0.12615,0.075018,0.11972,0.15289,0.4756,0.14156,1.849,0.1132,0.055251,3.1083927922509234
3197.4,9.9653,479.49,6.6573,0.12623,0.075113,0.11968,0.15282,0.46123,0.1416,1.8723,0.11315,0.055237,3.1173338383589377
