evals,errors
1000,0.1661310689836691
2000,0.12334289620008881
3000,0.11504481776488468
4000,0.11504481776488468
5000,0.11504481776488468
6000,0.11504481776488468
7000,0.11504481776488468
8000,0.11504481776488468
9000,0.11504481776488468
10000,0.11504481776488468
11000,0.11504481776488468
12000,0.11504481776488468
13000,0.11504481776488468
14000,0.11504481776488468
15000,0.11504481776488468
16000,0.11504481776488468
17000,0.11504481776488468
18000,0.11504481776488468
19000,0.11504481776488468
20000,0.11504481776488468
21000,0.11504481776488468
22000,0.11504481776488468
23000,0.11504481776488468
24000,0.11504481776488468
25000,0.11504481776488468
26000,0.11504481776488468
27000,0.11504481776488468
28000,0.11504481776488468
29000,0.11504481776488468
30000,0.11504481776488468
31000,0.11504481776488468
32000,0.11504481776488468
33000,0.11504481776488468
34000,0.11378935959141434
35000,0.11378935959141434
36000,0.11378935959141434
37000,0.11378935959141434
38000,0.11378935959141434
39000,0.11378935959141434
40000,0.11378935959141434
41000,0.11378935959141434
42000,0.11378935959141434
43000,0.11378935959141434
44000,0.11282261647487053
45000,0.11282261647487053
46000,0.11282261647487053
47000,0.11282261647487053
48000,0.11282261647487053
49000,0.11282261647487053
50000,0.10725460288828413
